name,area,area2,technology,qualifier,build_year,retire_year,cumulative,nom
PL BEV to BEV bus 2030,PL,,BEV,to BEV bus,2030,,FALSE,9050.0
PL BEV to BEV bus 2035,PL,,BEV,to BEV bus,2035,,FALSE,20001.0
PL BEV to BEV bus 2040,PL,,BEV,to BEV bus,2040,,FALSE,51336.0
PL BEV to BEV bus 2045,PL,,BEV,to BEV bus,2045,,FALSE,48186.0
PL BEV to BEV bus 2050,PL,,BEV,to BEV bus,2050,,FALSE,74281.0
PL BEV V2G 2020,PL,,BEV V2G,,2020,,FALSE,140.0
PL BEV V2G 2025,PL,,BEV V2G,,2025,,FALSE,2060.0
PL BEV V2G 2030,PL,,BEV V2G,,2030,,FALSE,0.0
PL BEV V2G 2035,PL,,BEV V2G,,2035,,FALSE,0.0
PL BEV V2G 2040,PL,,BEV V2G,,2040,,FALSE,0.0
PL BEV V2G 2045,PL,,BEV V2G,,2045,,FALSE,0.0
PL BEV V2G 2050,PL,,BEV V2G,,2050,,FALSE,0.0
PL BEV battery 2020,PL,,BEV battery,,2020,,FALSE,620.0
PL BEV battery 2025,PL,,BEV battery,,2025,,FALSE,8180.0
PL BEV battery 2030,PL,,BEV battery,,2030,,FALSE,39822.0
PL BEV battery 2035,PL,,BEV battery,,2035,,FALSE,88004.0
PL BEV battery 2040,PL,,BEV battery,,2040,,FALSE,225879.0
PL BEV battery 2045,PL,,BEV battery,,2045,,FALSE,212017.0
PL BEV battery 2050,PL,,BEV battery,,2050,,FALSE,326836.0
PL BEV charger 2020,PL,,BEV charger,,2020,,FALSE,130.0
PL BEV charger 2025,PL,,BEV charger,,2025,,FALSE,1850.0
PL BEV charger 2030,PL,,BEV charger,,2030,,FALSE,8960.0
PL BEV charger 2035,PL,,BEV charger,,2035,,FALSE,19801.0
PL BEV charger 2040,PL,,BEV charger,,2040,,FALSE,50823.0
PL BEV charger 2045,PL,,BEV charger,,2045,,FALSE,47704.0
PL BEV charger 2050,PL,,BEV charger,,2050,,FALSE,73538.0
PL ICE vehicle to ICE vehicle bus 2020,PL,,ICE vehicle,to ICE vehicle bus,2020,2020,TRUE,237870.0
PL ICE vehicle to ICE vehicle bus 2025,PL,,ICE vehicle,to ICE vehicle bus,2025,2025,TRUE,243960.0
PL ICE vehicle to ICE vehicle bus 2030,PL,,ICE vehicle,to ICE vehicle bus,2030,2030,TRUE,182970.0
PL ICE vehicle to ICE vehicle bus 2035,PL,,ICE vehicle,to ICE vehicle bus,2035,2035,TRUE,121980.0
PL ICE vehicle to ICE vehicle bus 2040,PL,,ICE vehicle,to ICE vehicle bus,2040,2040,TRUE,60990.0
PL ICE vehicle to ICE vehicle bus new 2020,PL,,ICE vehicle,to ICE vehicle bus,2020,,FALSE,0.0
PL ICE vehicle to ICE vehicle bus new 2025,PL,,ICE vehicle,to ICE vehicle bus,2025,,FALSE,0.0
PL ICE vehicle to ICE vehicle bus new 2030,PL,,ICE vehicle,to ICE vehicle bus,2030,,FALSE,85339.0
PL ICE vehicle to ICE vehicle bus new 2035,PL,,ICE vehicle,to ICE vehicle bus,2035,,FALSE,45336.0
PL ICE vehicle to ICE vehicle bus new 2040,PL,,ICE vehicle,to ICE vehicle bus,2040,,FALSE,0.0
PL ICE vehicle to ICE vehicle bus new 2045,PL,,ICE vehicle,to ICE vehicle bus,2045,,FALSE,0.0
PL ICE vehicle to ICE vehicle bus new 2050,PL,,ICE vehicle,to ICE vehicle bus,2050,,FALSE,0.0
PL ICE vehicle fuel supply 2020,PL,,ICE vehicle fuel supply,,2020,2020,TRUE,inf
PL ICE vehicle fuel supply 2025,PL,,ICE vehicle fuel supply,,2025,2025,TRUE,inf
PL ICE vehicle fuel supply 2030,PL,,ICE vehicle fuel supply,,2030,2030,TRUE,inf
PL ICE vehicle fuel supply 2035,PL,,ICE vehicle fuel supply,,2035,2035,TRUE,inf
PL ICE vehicle fuel supply 2040,PL,,ICE vehicle fuel supply,,2040,2040,TRUE,inf
PL ICE vehicle fuel supply 2045,PL,,ICE vehicle fuel supply,,2045,2045,TRUE,inf
PL ICE vehicle fuel supply 2050,PL,,ICE vehicle fuel supply,,2050,2050,TRUE,inf
PL battery large charger 2025,PL,,battery large charger,,2025,,FALSE,230.0
PL battery large charger 2030,PL,,battery large charger,,2030,,FALSE,1701.0
PL battery large charger 2035,PL,,battery large charger,,2035,,FALSE,5364.0
PL battery large charger 2040,PL,,battery large charger,,2040,,FALSE,4950.0
PL battery large charger 2045,PL,,battery large charger,,2045,,FALSE,5535.0
PL battery large charger 2050,PL,,battery large charger,,2050,,FALSE,3231.0
PL battery large power 2025,PL,,battery large power,,2025,,FALSE,250.0
PL battery large power 2030,PL,,battery large power,,2030,,FALSE,1890.0
PL battery large power 2035,PL,,battery large power,,2035,,FALSE,5960.0
PL battery large power 2040,PL,,battery large power,,2040,,FALSE,5500.0
PL battery large power 2045,PL,,battery large power,,2045,,FALSE,6150.0
PL battery large power 2050,PL,,battery large power,,2050,,FALSE,3590.0
PL battery large storage 2025,PL,,battery large storage,,2025,,FALSE,1000.0
PL battery large storage 2030,PL,,battery large storage,,2030,,FALSE,9856.0
PL battery large storage 2035,PL,,battery large storage,,2035,,FALSE,24966.0
PL battery large storage 2040,PL,,battery large storage,,2040,,FALSE,44021.0
PL battery large storage 2045,PL,,battery large storage,,2045,,FALSE,54568.0
PL battery large storage 2050,PL,,battery large storage,,2050,,FALSE,4234.0
PL biogas CHP industrial 2020,PL,,biogas CHP,industrial,2020,2020,TRUE,60.0
PL biogas CHP industrial 2025,PL,,biogas CHP,industrial,2025,2025,TRUE,70.0
PL biogas CHP industrial 2030,PL,,biogas CHP,industrial,2030,2030,TRUE,60.0
PL biogas CHP industrial 2035,PL,,biogas CHP,industrial,2035,2035,TRUE,40.0
PL biogas CHP industrial 2040,PL,,biogas CHP,industrial,2040,2040,TRUE,30.0
PL biogas CHP industrial 2045,PL,,biogas CHP,industrial,2045,2045,TRUE,10.0
PL biogas CHP public 2020,PL,,biogas CHP,public,2020,,FALSE,180.0
PL biogas CHP public 2025,PL,,biogas CHP,public,2025,,FALSE,90.0
PL biogas CHP public 2030,PL,,biogas CHP,public,2030,,FALSE,120.0
PL biogas CHP public 2035,PL,,biogas CHP,public,2035,,FALSE,0.0
PL biogas CHP public 2040,PL,,biogas CHP,public,2040,,FALSE,0.0
PL biogas CHP public 2045,PL,,biogas CHP,public,2045,,FALSE,92.0
PL biogas CHP public 2050,PL,,biogas CHP,public,2050,,FALSE,0.0
PL biogas production industrial 2020,PL,,biogas production,industrial,2020,2020,TRUE,150.0
PL biogas production industrial 2025,PL,,biogas production,industrial,2025,2025,TRUE,180.0
PL biogas production industrial 2030,PL,,biogas production,industrial,2030,2030,TRUE,140.0
PL biogas production industrial 2035,PL,,biogas production,industrial,2035,2035,TRUE,90.0
PL biogas production industrial 2040,PL,,biogas production,industrial,2040,2040,TRUE,40.0
PL biogas production public 2020,PL,,biogas production,public,2020,,FALSE,440.0
PL biogas production public 2025,PL,,biogas production,public,2025,,FALSE,220.0
PL biogas production public 2030,PL,,biogas production,public,2030,,FALSE,295.0
PL biogas production public 2035,PL,,biogas production,public,2035,,FALSE,0.0
PL biogas production public 2040,PL,,biogas production,public,2040,,FALSE,453.0
PL biogas production public 2045,PL,,biogas production,public,2045,,FALSE,0.0
PL biogas production public 2050,PL,,biogas production,public,2050,,FALSE,0.0
PL biogas production to upgrading bus 2030,PL,,biogas production,to upgrading bus,2030,,FALSE,334.0
PL biogas production to upgrading bus 2035,PL,,biogas production,to upgrading bus,2035,,FALSE,1111.0
PL biogas production to upgrading bus 2040,PL,,biogas production,to upgrading bus,2040,,FALSE,1111.0
PL biogas production to upgrading bus 2045,PL,,biogas production,to upgrading bus,2045,,FALSE,1111.0
PL biogas production to upgrading bus 2050,PL,,biogas production,to upgrading bus,2050,,FALSE,805.0
PL biogas substrate supply 2020,PL,,biogas substrate supply,,2020,2020,TRUE,inf
PL biogas substrate supply 2025,PL,,biogas substrate supply,,2025,2025,TRUE,inf
PL biogas substrate supply 2030,PL,,biogas substrate supply,,2030,2030,TRUE,inf
PL biogas substrate supply 2035,PL,,biogas substrate supply,,2035,2035,TRUE,inf
PL biogas substrate supply 2040,PL,,biogas substrate supply,,2040,2040,TRUE,inf
PL biogas substrate supply 2045,PL,,biogas substrate supply,,2045,2045,TRUE,inf
PL biogas substrate supply 2050,PL,,biogas substrate supply,,2050,2050,TRUE,inf
PL biogas upgrading from upgrading bus 2030,PL,,biogas upgrading,from upgrading bus,2030,,FALSE,300.0
PL biogas upgrading from upgrading bus 2035,PL,,biogas upgrading,from upgrading bus,2035,,FALSE,1000.0
PL biogas upgrading from upgrading bus 2040,PL,,biogas upgrading,from upgrading bus,2040,,FALSE,1000.0
PL biogas upgrading from upgrading bus 2045,PL,,biogas upgrading,from upgrading bus,2045,,FALSE,1000.0
PL biogas upgrading from upgrading bus 2050,PL,,biogas upgrading,from upgrading bus,2050,,FALSE,724.0
PL biomass agriculture CHP public 2030,PL,,biomass agriculture CHP,public,2030,,FALSE,580.0
PL biomass agriculture CHP public 2035,PL,,biomass agriculture CHP,public,2035,,FALSE,0.0
PL biomass agriculture CHP public 2040,PL,,biomass agriculture CHP,public,2040,,FALSE,0.0
PL biomass agriculture CHP public 2045,PL,,biomass agriculture CHP,public,2045,,FALSE,0.0
PL biomass agriculture CHP public 2050,PL,,biomass agriculture CHP,public,2050,,FALSE,0.0
PL biomass agriculture CHP CC public 2035,PL,,biomass agriculture CHP CC,public,2035,,FALSE,1000.0
PL biomass agriculture CHP CC public 2040,PL,,biomass agriculture CHP CC,public,2040,,FALSE,1000.0
PL biomass agriculture CHP CC public 2045,PL,,biomass agriculture CHP CC,public,2045,,FALSE,579.0
PL biomass agriculture CHP CC public 2050,PL,,biomass agriculture CHP CC,public,2050,,FALSE,39.0
PL biomass agriculture heat to biomass and biogas bus 2030,PL,,biomass agriculture heat,to biomass and biogas bus,2030,,FALSE,0.0
PL biomass agriculture heat to biomass and biogas bus 2035,PL,,biomass agriculture heat,to biomass and biogas bus,2035,,FALSE,0.0
PL biomass agriculture heat to biomass and biogas bus 2040,PL,,biomass agriculture heat,to biomass and biogas bus,2040,,FALSE,0.0
PL biomass agriculture heat to biomass and biogas bus 2045,PL,,biomass agriculture heat,to biomass and biogas bus,2045,,FALSE,0.0
PL biomass agriculture heat to biomass and biogas bus 2050,PL,,biomass agriculture heat,to biomass and biogas bus,2050,,FALSE,0.0
PL biomass agriculture heat to hard coal bus 2030,PL,,biomass agriculture heat,to hard coal bus,2030,,FALSE,0.0
PL biomass agriculture heat to hard coal bus 2035,PL,,biomass agriculture heat,to hard coal bus,2035,,FALSE,0.0
PL biomass agriculture heat to hard coal bus 2040,PL,,biomass agriculture heat,to hard coal bus,2040,,FALSE,0.0
PL biomass agriculture heat to hard coal bus 2045,PL,,biomass agriculture heat,to hard coal bus,2045,,FALSE,0.0
PL biomass agriculture heat to hard coal bus 2050,PL,,biomass agriculture heat,to hard coal bus,2050,,FALSE,0.0
PL biomass agriculture heat to natural gas bus 2030,PL,,biomass agriculture heat,to natural gas bus,2030,,FALSE,0.0
PL biomass agriculture heat to natural gas bus 2035,PL,,biomass agriculture heat,to natural gas bus,2035,,FALSE,0.0
PL biomass agriculture heat to natural gas bus 2040,PL,,biomass agriculture heat,to natural gas bus,2040,,FALSE,0.0
PL biomass agriculture heat to natural gas bus 2045,PL,,biomass agriculture heat,to natural gas bus,2045,,FALSE,0.0
PL biomass agriculture heat to natural gas bus 2050,PL,,biomass agriculture heat,to natural gas bus,2050,,FALSE,0.0
PL biomass agriculture supply 2020,PL,,biomass agriculture supply,,2020,2020,TRUE,inf
PL biomass agriculture supply 2025,PL,,biomass agriculture supply,,2025,2025,TRUE,inf
PL biomass agriculture supply 2030,PL,,biomass agriculture supply,,2030,2030,TRUE,inf
PL biomass agriculture supply 2035,PL,,biomass agriculture supply,,2035,2035,TRUE,inf
PL biomass agriculture supply 2040,PL,,biomass agriculture supply,,2040,2040,TRUE,inf
PL biomass agriculture supply 2045,PL,,biomass agriculture supply,,2045,2045,TRUE,inf
PL biomass agriculture supply 2050,PL,,biomass agriculture supply,,2050,2050,TRUE,inf
PL biomass wood CHP industrial 2020,PL,,biomass wood CHP,industrial,2020,2020,TRUE,190.0
PL biomass wood CHP industrial 2025,PL,,biomass wood CHP,industrial,2025,2025,TRUE,180.0
PL biomass wood CHP industrial 2030,PL,,biomass wood CHP,industrial,2030,2030,TRUE,140.0
PL biomass wood CHP industrial 2035,PL,,biomass wood CHP,industrial,2035,2035,TRUE,100.0
PL biomass wood CHP industrial 2040,PL,,biomass wood CHP,industrial,2040,2040,TRUE,60.0
PL biomass wood CHP industrial 2045,PL,,biomass wood CHP,industrial,2045,2045,TRUE,20.0
PL biomass wood CHP public 2020,PL,,biomass wood CHP,public,2020,2020,TRUE,260.0
PL biomass wood CHP public 2025,PL,,biomass wood CHP,public,2025,2025,TRUE,260.0
PL biomass wood CHP public 2030,PL,,biomass wood CHP,public,2030,2030,TRUE,200.0
PL biomass wood CHP public 2035,PL,,biomass wood CHP,public,2035,2035,TRUE,190.0
PL biomass wood CHP public 2040,PL,,biomass wood CHP,public,2040,2040,TRUE,170.0
PL biomass wood CHP public 2045,PL,,biomass wood CHP,public,2045,2045,TRUE,20.0
PL biomass wood boiler to biomass bus 2020,PL,,biomass wood boiler,to biomass bus,2020,2020,TRUE,24570.0
PL biomass wood boiler to biomass bus 2025,PL,,biomass wood boiler,to biomass bus,2025,2025,TRUE,24700.0
PL biomass wood boiler to biomass bus 2030,PL,,biomass wood boiler,to biomass bus,2030,2030,TRUE,18520.0
PL biomass wood boiler to biomass bus 2035,PL,,biomass wood boiler,to biomass bus,2035,2035,TRUE,12350.0
PL biomass wood boiler to biomass bus 2040,PL,,biomass wood boiler,to biomass bus,2040,2040,TRUE,6180.0
PL biomass wood final use 2020,PL,,biomass wood final use,,2020,2020,TRUE,inf
PL biomass wood final use 2025,PL,,biomass wood final use,,2025,2025,TRUE,inf
PL biomass wood final use 2030,PL,,biomass wood final use,,2030,2030,TRUE,inf
PL biomass wood final use 2035,PL,,biomass wood final use,,2035,2035,TRUE,inf
PL biomass wood final use 2040,PL,,biomass wood final use,,2040,2040,TRUE,inf
PL biomass wood final use 2045,PL,,biomass wood final use,,2045,2045,TRUE,inf
PL biomass wood final use 2050,PL,,biomass wood final use,,2050,2050,TRUE,inf
PL biomass wood heat to biomass and biogas bus 2020,PL,,biomass wood heat,to biomass and biogas bus,2020,2020,TRUE,1820.0
PL biomass wood heat to biomass and biogas bus 2025,PL,,biomass wood heat,to biomass and biogas bus,2025,2025,TRUE,2470.0
PL biomass wood heat to biomass and biogas bus 2030,PL,,biomass wood heat,to biomass and biogas bus,2030,2030,TRUE,1980.0
PL biomass wood heat to biomass and biogas bus 2035,PL,,biomass wood heat,to biomass and biogas bus,2035,2035,TRUE,1480.0
PL biomass wood heat to biomass and biogas bus 2040,PL,,biomass wood heat,to biomass and biogas bus,2040,2040,TRUE,990.0
PL biomass wood heat to biomass and biogas bus 2045,PL,,biomass wood heat,to biomass and biogas bus,2045,2045,TRUE,490.0
PL biomass wood power public 2020,PL,,biomass wood power,public,2020,2020,TRUE,430.0
PL biomass wood power public 2025,PL,,biomass wood power,public,2025,2025,TRUE,400.0
PL biomass wood power public 2030,PL,,biomass wood power,public,2030,2030,TRUE,360.0
PL biomass wood power public 2035,PL,,biomass wood power,public,2035,2035,TRUE,360.0
PL biomass wood power public 2040,PL,,biomass wood power,public,2040,2040,TRUE,360.0
PL biomass wood power public 2045,PL,,biomass wood power,public,2045,2045,TRUE,100.0
PL biomass wood supply 2020,PL,,biomass wood supply,,2020,2020,TRUE,inf
PL biomass wood supply 2025,PL,,biomass wood supply,,2025,2025,TRUE,inf
PL biomass wood supply 2030,PL,,biomass wood supply,,2030,2030,TRUE,inf
PL biomass wood supply 2035,PL,,biomass wood supply,,2035,2035,TRUE,inf
PL biomass wood supply 2040,PL,,biomass wood supply,,2040,2040,TRUE,inf
PL biomass wood supply 2045,PL,,biomass wood supply,,2045,2045,TRUE,inf
PL biomass wood supply 2050,PL,,biomass wood supply,,2050,2050,TRUE,inf
PL building retrofits heat centralised 2025,PL,,building retrofits,heat centralised,2025,,FALSE,430.0
PL building retrofits heat centralised 2030,PL,,building retrofits,heat centralised,2030,,FALSE,430.0
PL building retrofits heat centralised 2035,PL,,building retrofits,heat centralised,2035,,FALSE,430.0
PL building retrofits heat centralised 2040,PL,,building retrofits,heat centralised,2040,,FALSE,430.0
PL building retrofits heat centralised 2045,PL,,building retrofits,heat centralised,2045,,FALSE,430.0
PL building retrofits heat centralised 2050,PL,,building retrofits,heat centralised,2050,,FALSE,430.0
PL building retrofits heat decentralised 2025,PL,,building retrofits,heat decentralised,2025,,FALSE,2080.0
PL building retrofits heat decentralised 2030,PL,,building retrofits,heat decentralised,2030,,FALSE,2080.0
PL building retrofits heat decentralised 2035,PL,,building retrofits,heat decentralised,2035,,FALSE,2080.0
PL building retrofits heat decentralised 2040,PL,,building retrofits,heat decentralised,2040,,FALSE,2080.0
PL building retrofits heat decentralised 2045,PL,,building retrofits,heat decentralised,2045,,FALSE,2080.0
PL building retrofits heat decentralised 2050,PL,,building retrofits,heat decentralised,2050,,FALSE,2080.0
PL centralised other heating from biomass and biogas bus 2020,PL,,centralised other heating,from biomass and biogas bus,2020,2020,TRUE,inf
PL centralised other heating from biomass and biogas bus 2025,PL,,centralised other heating,from biomass and biogas bus,2025,2025,TRUE,inf
PL centralised other heating from biomass and biogas bus 2030,PL,,centralised other heating,from biomass and biogas bus,2030,2030,TRUE,869.0
PL centralised other heating from biomass and biogas bus 2035,PL,,centralised other heating,from biomass and biogas bus,2035,2035,TRUE,1186.0
PL centralised other heating from biomass and biogas bus 2040,PL,,centralised other heating,from biomass and biogas bus,2040,2040,TRUE,1615.0
PL centralised other heating from biomass and biogas bus 2045,PL,,centralised other heating,from biomass and biogas bus,2045,2045,TRUE,1668.0
PL centralised other heating from biomass and biogas bus 2050,PL,,centralised other heating,from biomass and biogas bus,2050,2050,TRUE,1654.0
PL centralised other heating from hard coal bus 2020,PL,,centralised other heating,from hard coal bus,2020,2020,TRUE,inf
PL centralised other heating from hard coal bus 2025,PL,,centralised other heating,from hard coal bus,2025,2025,TRUE,inf
PL centralised other heating from hard coal bus 2030,PL,,centralised other heating,from hard coal bus,2030,2030,TRUE,0.0
PL centralised other heating from hard coal bus 2035,PL,,centralised other heating,from hard coal bus,2035,2035,TRUE,0.0
PL centralised other heating from hard coal bus 2040,PL,,centralised other heating,from hard coal bus,2040,2040,TRUE,0.0
PL centralised other heating from hard coal bus 2045,PL,,centralised other heating,from hard coal bus,2045,2045,TRUE,0.0
PL centralised other heating from hard coal bus 2050,PL,,centralised other heating,from hard coal bus,2050,2050,TRUE,0.0
PL centralised other heating from natural gas bus 2020,PL,,centralised other heating,from natural gas bus,2020,2020,TRUE,inf
PL centralised other heating from natural gas bus 2025,PL,,centralised other heating,from natural gas bus,2025,2025,TRUE,inf
PL centralised other heating from natural gas bus 2030,PL,,centralised other heating,from natural gas bus,2030,2030,TRUE,744.0
PL centralised other heating from natural gas bus 2035,PL,,centralised other heating,from natural gas bus,2035,2035,TRUE,434.0
PL centralised other heating from natural gas bus 2040,PL,,centralised other heating,from natural gas bus,2040,2040,TRUE,0.0
PL centralised other heating from natural gas bus 2045,PL,,centralised other heating,from natural gas bus,2045,2045,TRUE,0.0
PL centralised other heating from natural gas bus 2050,PL,,centralised other heating,from natural gas bus,2050,2050,TRUE,47.0
PL centralised other heating from other bus 2020,PL,,centralised other heating,from other bus,2020,2020,TRUE,inf
PL centralised other heating from other bus 2025,PL,,centralised other heating,from other bus,2025,2025,TRUE,inf
PL centralised other heating from other bus 2030,PL,,centralised other heating,from other bus,2030,2030,TRUE,191.0
PL centralised other heating from other bus 2035,PL,,centralised other heating,from other bus,2035,2035,TRUE,138.0
PL centralised other heating from other bus 2040,PL,,centralised other heating,from other bus,2040,2040,TRUE,86.0
PL centralised other heating from other bus 2045,PL,,centralised other heating,from other bus,2045,2045,TRUE,33.0
PL centralised other heating from other bus 2050,PL,,centralised other heating,from other bus,2050,2050,TRUE,33.0
PL centralised space heating from biomass and biogas bus 2020,PL,,centralised space heating,from biomass and biogas bus,2020,2020,TRUE,inf
PL centralised space heating from biomass and biogas bus 2025,PL,,centralised space heating,from biomass and biogas bus,2025,2025,TRUE,inf
PL centralised space heating from biomass and biogas bus 2030,PL,,centralised space heating,from biomass and biogas bus,2030,2030,TRUE,14074.0
PL centralised space heating from biomass and biogas bus 2035,PL,,centralised space heating,from biomass and biogas bus,2035,2035,TRUE,16371.0
PL centralised space heating from biomass and biogas bus 2040,PL,,centralised space heating,from biomass and biogas bus,2040,2040,TRUE,17584.0
PL centralised space heating from biomass and biogas bus 2045,PL,,centralised space heating,from biomass and biogas bus,2045,2045,TRUE,18090.0
PL centralised space heating from biomass and biogas bus 2050,PL,,centralised space heating,from biomass and biogas bus,2050,2050,TRUE,18123.0
PL centralised space heating from hard coal bus 2020,PL,,centralised space heating,from hard coal bus,2020,2020,TRUE,inf
PL centralised space heating from hard coal bus 2025,PL,,centralised space heating,from hard coal bus,2025,2025,TRUE,inf
PL centralised space heating from hard coal bus 2030,PL,,centralised space heating,from hard coal bus,2030,2030,TRUE,15825.0
PL centralised space heating from hard coal bus 2035,PL,,centralised space heating,from hard coal bus,2035,2035,TRUE,8567.0
PL centralised space heating from hard coal bus 2040,PL,,centralised space heating,from hard coal bus,2040,2040,TRUE,4081.0
PL centralised space heating from hard coal bus 2045,PL,,centralised space heating,from hard coal bus,2045,2045,TRUE,4021.0
